algorithm,seed,iteration,nodes_touched,seconds,exploitability
CFR,-1,1,9457,0.08087300002807751,2.3736111111111113
CFR,-1,2,18914,0.15953090001130477,2.300970804988662
CFR,-1,3,28371,0.24063900002511218,2.0969889709481926
CFR,-1,4,37828,0.32857070001773536,1.7685663643111136
CFR,-1,5,47285,0.40662930003600195,1.5035951639504677
CFR,-1,7,66199,0.5722471000626683,1.1773212444697745
CFR,-1,10,94570,0.8096829000278376,0.9270185719676689
CFR,-1,14,132398,1.1571340000373311,0.7462955784708596
CFR,-1,18,170226,1.4746722001582384,0.6371363714947136
CFR,-1,25,236425,2.0552753002848476,0.4711816912442355
CFR,-1,33,312081,2.7267863003653474,0.34515405825637363
CFR,-1,45,425565,3.7416365003446117,0.29164097428467706
CFR,-1,61,576877,5.039437200292014,0.2675302642929635
CFR,-1,81,766017,6.630157300445717,0.21532477951496956
CFR,-1,109,1030813,8.896387300337665,0.15589085017666282
CFR,-1,147,1390179,11.941888600180391,0.12113508934138406
CFR,-1,197,1863029,15.940371500444598,0.09994486230597707
CFR,-1,265,2506105,21.433855800540186,0.09531868330843912
CFR,-1,355,3357235,28.662489200476557,0.07727607980132695
CFR,-1,477,4510989,38.58634060021723,0.06252074073133396
CFR,-1,639,6043023,51.51643340080045,0.05274590378983471
CFR,-1,858,8114106,68.75433530082228,0.04159909178264404
CFR,-1,1151,10885007,94.76828960084822,0.03337782040411652
CFR,-1,1544,14601608,151.31736770051066,0.029281630380561433
CFR,-1,2071,19585447,212.96005370095372,0.024709133822437182
CFR,-1,2778,26271546,315.8539700001711,0.02023934809606115
CFR,-1,3727,35246239,454.75933589960914,0.018912672061493163
CFR,-1,5000,47285000,626.8144293011865,0.015644291815716166
CFR+,-1,1,18914,0.30582879995927215,2.194861111111111
CFR+,-1,2,37828,0.6009653999935836,2.332053366017588
CFR+,-1,3,56742,0.8697447999729775,1.9216548047511048
CFR+,-1,4,75656,1.1241015999694355,1.4463853172434817
CFR+,-1,5,94570,1.3773610999342054,1.235735293784975
CFR+,-1,7,132398,1.906654099933803,0.8389694516938191
CFR+,-1,10,189140,2.7570997998700477,0.5202440766918717
CFR+,-1,14,264796,3.898416899901349,0.3112318470225054
CFR+,-1,18,340452,5.090517799835652,0.19084492357265695
CFR+,-1,25,472850,6.905791399884038,0.11168596595938388
CFR+,-1,33,624162,9.095457799790893,0.06173050516122053
CFR+,-1,45,851130,12.332597199769225,0.0384501769754704
CFR+,-1,61,1153754,16.753902899858076,0.024500850821600688
CFR+,-1,81,1532034,22.00746159988921,0.019144659327308633
CFR+,-1,109,2061626,29.28350799990585,0.012544502845506567
CFR+,-1,147,2780358,39.032653599919286,0.00741353804773498
CFR+,-1,197,3726058,51.920759799773805,0.005068244256286256
CFR+,-1,265,5012210,69.58376269962173,0.003153373973324408
CFR+,-1,355,6714470,93.87540949991671,0.0015913945179002534
CFR+,-1,477,9021978,126.64321910002036,0.0009619784265526149
CFR+,-1,639,12086046,170.86813300050562,0.0005037171851479394
CFR+,-1,858,16228212,228.04748459992697,0.00031524901576956976
CFR+,-1,1151,21770014,304.865170899604,0.00018681207572757152
CFR+,-1,1544,29203216,410.46261609968496,0.00011617016638197641
CFR+,-1,2071,39170894,550.7637137999991,7.387714948688118e-05
CFR+,-1,2778,52543092,738.7115713996463,4.537555542874494e-05
CFR+,-1,3727,70492478,983.6807225983939,2.29776611012783e-05
CFR+,-1,5000,94570000,1325.3496076994343,1.4856425704048992e-05
OS-MCCFR,0,1,14,0.0010812999680638313,2.373611111111111
OS-MCCFR,0,2,25,0.0018625999800860882,2.38125
OS-MCCFR,0,3,42,0.002578799962066114,2.38125
OS-MCCFR,0,6,85,0.005138499953318387,2.4226273148148145
OS-MCCFR,0,9,136,0.0069997000391595066,2.435949074074074
OS-MCCFR,0,15,232,0.013194400002248585,2.4138603988603986
OS-MCCFR,0,23,362,0.01757240016013384,2.407823814399335
OS-MCCFR,0,37,592,0.025373600190505385,2.458243549557572
OS-MCCFR,0,58,944,0.0378245001193136,2.519380868629257
OS-MCCFR,0,92,1493,0.0565455001196824,2.5141808435581248
OS-MCCFR,0,145,2367,0.0871787000214681,2.437713179425248
OS-MCCFR,0,228,3776,0.15894039999693632,2.4332076906753795
OS-MCCFR,0,358,5929,0.24728589976439252,2.4226375600834147
OS-MCCFR,0,563,9408,0.4254152000066824,2.347439676879067
OS-MCCFR,0,886,14766,0.6368839992210269,2.1791279896271734
OS-MCCFR,0,1393,22749,1.0166619989904575,2.035779505159338
OS-MCCFR,0,2191,35488,1.5095482984906994,1.9416946938216246
OS-MCCFR,0,3445,55304,2.370232498331461,1.7693796503825787
OS-MCCFR,0,5417,85780,3.598267398076132,1.584576582734598
OS-MCCFR,0,8517,133541,5.756183199409861,1.2144853144840098
OS-MCCFR,0,13391,208969,8.877370600530412,0.9960425958101148
OS-MCCFR,0,21055,329188,14.138213903119322,0.9219948525223376
OS-MCCFR,0,33103,524567,22.97644330310868,0.8229542218428979
OS-MCCFR,0,52046,826062,36.38793130137492,0.633384896720864
OS-MCCFR,0,81828,1287192,55.73136060452089,0.5497552042315412
OS-MCCFR,0,128653,2034881,87.85092260414967,0.4707856804788101
OS-MCCFR,0,202272,3201890,138.40316680143587,0.3239825237192957
OS-MCCFR,0,318019,4997629,215.10246120067313,0.2690995982925545
OS-MCCFR,0,500000,7876809,339.3186452004011,0.24326115099730633
OS-MCCFR,1,1,12,0.0007939999923110008,2.373611111111111
OS-MCCFR,1,2,26,0.0017567999893799424,2.373611111111111
OS-MCCFR,1,3,45,0.0030798999941907823,2.373611111111111
OS-MCCFR,1,6,96,0.00495149998459965,2.354783950617284
OS-MCCFR,1,9,138,0.007592900015879422,2.356182484567901
OS-MCCFR,1,15,238,0.012820200063288212,2.468400945859827
OS-MCCFR,1,23,363,0.019878100021742284,2.42572199547163
OS-MCCFR,1,37,600,0.03111080004600808,2.403946264584078
OS-MCCFR,1,58,948,0.04439789993921295,2.319846845652413
OS-MCCFR,1,92,1530,0.06719590007560328,2.3439765698876593
OS-MCCFR,1,145,2435,0.0977538000443019,2.349139227254014
OS-MCCFR,1,228,3775,0.1717194999800995,2.2776594655841436
OS-MCCFR,1,358,5896,0.27156160003505647,2.3021843184562902
OS-MCCFR,1,563,9225,0.42009599978337064,2.3741737710427016
OS-MCCFR,1,886,14505,0.6559327998547815,2.2999481275261853
OS-MCCFR,1,1393,22753,0.9580372993368655,2.218398039936694
OS-MCCFR,1,2191,35679,1.5518270995817147,2.1563165014186016
OS-MCCFR,1,3445,55767,2.331567699147854,1.9454290785700248
OS-MCCFR,1,5417,88071,3.728376499027945,1.6181012535605102
OS-MCCFR,1,8517,137856,5.9252801992115565,1.2586893554796355
OS-MCCFR,1,13391,213671,9.148354697041214,1.0842807120183369
OS-MCCFR,1,21055,331409,14.16655259556137,0.9664937233077663
OS-MCCFR,1,33103,522847,22.496003695297986,0.8266055798333357
OS-MCCFR,1,52046,824087,35.288870895281434,0.6736584461210198
OS-MCCFR,1,81828,1291202,54.8659436958842,0.6270736678146387
OS-MCCFR,1,128653,2050420,87.77397689520149,0.5031170150742049
OS-MCCFR,1,202272,3221104,138.47312229016097,0.3662543381705061
OS-MCCFR,1,318019,5017860,215.336080891022,0.3120858177572058
OS-MCCFR,1,500000,7896610,338.0899423798546,0.2263109751065841
OS-MCCFR,2,1,13,0.0008579000132158399,2.373611111111111
OS-MCCFR,2,2,31,0.0015984000056050718,2.373611111111111
OS-MCCFR,2,3,46,0.003021200012881309,2.373611111111111
OS-MCCFR,2,6,92,0.005799899983685464,2.3441108387799563
OS-MCCFR,2,9,138,0.008594200015068054,2.354157883986928
OS-MCCFR,2,15,232,0.013280399958603084,2.3311108430768366
OS-MCCFR,2,23,352,0.017498800007160753,2.4085392124827756
OS-MCCFR,2,37,570,0.02482109994161874,2.360564235002523
OS-MCCFR,2,58,914,0.039169999945443124,2.348023830878603
OS-MCCFR,2,92,1490,0.0628108000382781,2.3669711371912068
OS-MCCFR,2,145,2384,0.09208970004692674,2.458256805822422
OS-MCCFR,2,228,3768,0.16108170000370592,2.4328768491473296
OS-MCCFR,2,358,5906,0.2373073001508601,2.455011826756877
OS-MCCFR,2,563,9343,0.3654914000071585,2.4733663434356385
OS-MCCFR,2,886,14589,0.6022408001008444,2.3684719186139906
OS-MCCFR,2,1393,22902,0.9486281995195895,2.2262229311884276
OS-MCCFR,2,2191,35829,1.5484590992564335,1.983468697482326
OS-MCCFR,2,3445,55526,2.400179898540955,1.7419173946022721
OS-MCCFR,2,5417,86242,3.758810398867354,1.477692403310725
OS-MCCFR,2,8517,134562,5.800703598943073,1.2867330288447043
OS-MCCFR,2,13391,210069,9.09443910070695,1.1357120792952489
OS-MCCFR,2,21055,333059,14.369107000820804,0.9365088064298165
OS-MCCFR,2,33103,528647,22.77598940336611,0.8120473711538866
OS-MCCFR,2,52046,832769,35.60163590242155,0.6433838325969568
OS-MCCFR,2,81828,1311681,56.25085090234643,0.5615184314561251
OS-MCCFR,2,128653,2052294,87.99545600073179,0.4757008978309272
OS-MCCFR,2,202272,3208038,137.98289020569064,0.3582009525862181
OS-MCCFR,2,318019,5018214,218.42766411864432,0.30383120633135113
OS-MCCFR,2,500000,7874068,338.91449431842193,0.2314454378555142
ES-MCCFR,0,1,41,0.0018610000261105597,2.373611111111111
ES-MCCFR,0,2,90,0.003182400017976761,2.3516203703703704
ES-MCCFR,0,3,118,0.004476600035559386,2.3516203703703704
ES-MCCFR,0,4,151,0.005530500027816743,2.3760416666666666
ES-MCCFR,0,7,282,0.00911350006936118,2.3482349537037037
ES-MCCFR,0,10,419,0.01236560003599152,2.3040549045138885
ES-MCCFR,0,16,702,0.023556699976325035,2.272835623937344
ES-MCCFR,0,23,1002,0.034447999962139875,2.327136407365374
ES-MCCFR,0,35,1501,0.04615319997537881,2.367620384089806
ES-MCCFR,0,52,2202,0.06934010004624724,2.376118712696446
ES-MCCFR,0,78,3346,0.11176489992067218,2.424640785353115
ES-MCCFR,0,117,5090,0.18321089987875894,2.4670879549658506
ES-MCCFR,0,174,7749,0.2635321999550797,2.3689358695266147
ES-MCCFR,0,259,11823,0.39641160011524335,2.346825928946247
ES-MCCFR,0,385,17625,0.5796555000124499,2.1701497903256617
ES-MCCFR,0,573,26067,0.8005117998109199,1.7835924541715993
ES-MCCFR,0,853,38492,1.1989387997891754,1.4353628703540804
ES-MCCFR,0,1268,56803,1.7625686992541887,1.1162070169128349
ES-MCCFR,0,1887,84282,2.568823898793198,0.8429111849074089
ES-MCCFR,0,2807,124884,3.7815892996732146,0.6263550564592263
ES-MCCFR,0,4175,188213,5.786439299117774,0.5126235001160346
ES-MCCFR,0,6210,285341,8.725910600915086,0.36658490158734325
ES-MCCFR,0,9236,418859,12.806849499815144,0.2662289661891515
ES-MCCFR,0,13738,621905,18.95107570005348,0.21952480066419328
ES-MCCFR,0,20433,910893,27.770175001991447,0.1761928815133038
ES-MCCFR,0,30391,1370083,41.57102620135993,0.13599604594331055
ES-MCCFR,0,45203,2032639,62.08332250191597,0.11267840926651339
ES-MCCFR,0,67233,3031901,92.53326400433434,0.09787425705324106
ES-MCCFR,0,100000,4485894,137.31228520459263,0.07108526509891373
ES-MCCFR,1,1,44,0.0011588999768719077,2.3344907407407405
ES-MCCFR,1,2,85,0.0026667999918572605,2.3344907407407405
ES-MCCFR,1,3,134,0.003985700022894889,2.3344907407407405
ES-MCCFR,1,4,174,0.005094600026495755,2.3344907407407405
ES-MCCFR,1,7,292,0.010044800001196563,2.418287037037037
ES-MCCFR,1,10,421,0.013102299941238016,2.4737933338844798
ES-MCCFR,1,16,645,0.022352199943270534,2.6084359086842825
ES-MCCFR,1,23,951,0.029506999941077083,2.5640788898768685
ES-MCCFR,1,35,1483,0.042649999959394336,2.558854800356486
ES-MCCFR,1,52,2326,0.06549020000966266,2.5078638659501316
ES-MCCFR,1,78,3457,0.09641869994811714,2.4520177375534375
ES-MCCFR,1,117,5214,0.1592090001795441,2.340654741258379
ES-MCCFR,1,174,7887,0.233389200293459,2.296699776539339
ES-MCCFR,1,259,11575,0.34096130036050454,2.143323103092933
ES-MCCFR,1,385,17035,0.5096355003770441,1.8977427618721059
ES-MCCFR,1,573,25405,0.7901613001595251,1.583503309910006
ES-MCCFR,1,853,38427,1.149868499895092,1.3563163860785326
ES-MCCFR,1,1268,58168,1.7588072998914868,1.0851898882625917
ES-MCCFR,1,1887,86451,2.649510800372809,0.8546333922324559
ES-MCCFR,1,2807,127260,3.9647698004264385,0.6600448590402035
ES-MCCFR,1,4175,189351,5.84480429982068,0.529037262712937
ES-MCCFR,1,6210,288337,8.85368089954136,0.4300690318230937
ES-MCCFR,1,9236,424869,13.13123020104831,0.30855317652616304
ES-MCCFR,1,13738,620190,18.938865900563542,0.24056153670456853
ES-MCCFR,1,20433,925739,28.22385210217908,0.21143315462385576
ES-MCCFR,1,30391,1375995,41.78659410396358,0.14911950740101323
ES-MCCFR,1,45203,2039566,62.93470050388714,0.10947302399612674
ES-MCCFR,1,67233,3018997,94.64923930488294,0.08649618752077624
ES-MCCFR,1,100000,4494209,140.68312340573175,0.06822062573059069
ES-MCCFR,2,1,39,0.0013436999870464206,2.373611111111111
ES-MCCFR,2,2,82,0.003353299980517477,2.382549452861953
ES-MCCFR,2,3,123,0.004448699997738004,2.382549452861953
ES-MCCFR,2,4,163,0.005676999979186803,2.382549452861953
ES-MCCFR,2,7,269,0.008368700044229627,2.3969911791526375
ES-MCCFR,2,10,391,0.013534100027754903,2.4316629533957257
ES-MCCFR,2,16,646,0.019778299960307777,2.5116682484991335
ES-MCCFR,2,23,950,0.027280099980998784,2.4587026208121987
ES-MCCFR,2,35,1503,0.04001830006018281,2.5471158638423335
ES-MCCFR,2,52,2311,0.062126100063323975,2.598921315023418
ES-MCCFR,2,78,3515,0.09020079992478713,2.541140429252127
ES-MCCFR,2,117,5354,0.14812270004767925,2.3978164050020965
ES-MCCFR,2,174,7940,0.23188230022788048,2.113453556747708
ES-MCCFR,2,259,11782,0.3497409002156928,1.9956632869963409
ES-MCCFR,2,385,17115,0.503983800066635,1.73978487930143
ES-MCCFR,2,573,24647,0.7245820999378338,1.4314812365468415
ES-MCCFR,2,853,36715,1.070192099607084,1.2106804812666092
ES-MCCFR,2,1268,55737,1.631345599424094,1.0241617920127228
ES-MCCFR,2,1887,84738,2.521846999588888,0.773063384932879
ES-MCCFR,2,2807,127959,3.7836341991787776,0.6539059067398378
ES-MCCFR,2,4175,193206,5.81203199760057,0.5223351490398784
ES-MCCFR,2,6210,284401,8.749561198230367,0.41422397569038716
ES-MCCFR,2,9236,420948,13.102930797671434,0.33174702380913046
ES-MCCFR,2,13738,629471,19.583866696280893,0.24317488806360044
ES-MCCFR,2,20433,920709,28.67372929409612,0.18486804620025393
ES-MCCFR,2,30391,1344171,41.944851892767474,0.13469633106804166
ES-MCCFR,2,45203,2005741,62.420379992167,0.1076028765794815
ES-MCCFR,2,67233,3001477,92.87075099168578,0.08381646170298819
ES-MCCFR,2,100000,4488656,137.7377499921713,0.06126573501757987
